T,L,M,M0,mc,rm,rm2,rm4,error,mc*tau,c,time_of_save
2.16,10,5000,5000,5,0.8321200000000346,0.717906879999972,0.5603462444799976,0.0023110510915397868,0.11984374302734609,0.023407695438080477,2024-03-26 19:16:14.677144
2.14,10,5000,5000,5,0.8507680000000327,0.7432379199999702,0.5896090334079996,0.0020029428586528005,0.080688941945586,0.015881496164708558,2024-03-26 19:16:30.880591
2.12,10,5000,5000,5,0.8643160000000293,0.7626479199999712,0.6143015412160033,0.001786546007977007,0.0565433491398635,0.01118221386344522,2024-03-26 19:16:47.845551
2.1,10,5000,5000,5,0.8706240000000289,0.7730036799999719,0.6292552581760043,0.0017522561273343104,0.05568110086768497,0.011013570626147417,2024-03-26 19:17:04.566710
2.08,10,5000,5000,5,0.8827120000000277,0.7925054399999726,0.6557441815680033,0.001648237118305942,0.0484922350263017,0.009605290603373397,2024-03-26 19:17:20.706683
2.06,10,5000,5000,5,0.8915400000000258,0.8042685599999746,0.6700835568960068,0.0013796585895296,0.02448297930691776,0.004872736042245479,2024-03-26 19:17:37.388648
2.04,10,5000,5000,5,0.8974760000000249,0.8163954399999754,0.6901168857280062,0.001489693517679089,0.03742691768704649,0.0074297688678392195,2024-03-26 19:17:53.623498
2.02,10,5000,5000,5,0.9044520000000228,0.8272453599999757,0.7053628008640082,0.0013654761231162694,0.03003860254251249,0.0059718433427785236,2024-03-26 19:18:10.715611
1.9,10,100,100,1,0.9393999999999998,0.8849960000000001,0.7916433871999996,0.00503706482333642,0.0026870321140931327,0.002679831321272521,2024-03-26 19:18:11.019985
1.8,10,100,100,1,0.9458,0.8980040000000002,0.8173923919999999,0.005914696228973811,0.0046162470290685145,0.004595035211425307,2024-03-26 19:18:11.289215
1.7,10,100,100,1,0.9659999999999992,0.9338799999999995,0.8747806623999999,0.0026910360004527155,0.00011565992555058241,0.0001156465498792332,2024-03-26 19:18:11.600524
1.6,10,100,100,1,0.9769999999999998,0.9551079999999997,0.9143872912000001,0.002406834000879781,0.00024610602666600854,0.00024604547339217287,2024-03-26 19:18:12.064256
1.5,10,100,100,1,0.9894000000000002,0.9791879999999992,0.9598563792000004,0.001659752095800156,-0.00029440220486835614,-0.00029448890305072353,2024-03-26 19:18:12.360307
1.4,10,100,100,1,0.9927999999999999,0.9858639999999997,0.9727329375999999,0.001456737037446899,0.00011378117234875144,0.00011376822766643152,2024-03-26 19:18:12.656911
1.3,10,100,100,1,0.9978000000000001,0.9956439999999998,0.9914604976000001,0.0006255326558227023,-0.0003944030825206947,-0.0003945586976872979,2024-03-26 19:18:12.939280
1.2,10,100,100,1,0.9960000000000001,0.9920799999999994,0.9844736320000002,0.0008000161278890512,2.016007096302231e-05,2.015966454275454e-05,2024-03-26 19:18:13.258847
1.1,10,100,100,1,0.9977999999999997,0.99566,0.9915527023999999,0.0007427210288119838,3.129680333545298e-05,3.129582387620791e-05,2024-03-26 19:18:13.521351
1.0,10,100,100,1,0.9994,0.998812,0.9976710448,0.0003411770518689762,7.649145624449862e-06,7.649087115468621e-06,2024-03-26 19:18:13.862873
0.9,10,100,100,1,0.9996,0.999208,0.9984473632,0.00028000107605198263,3.84305845951059e-06,3.843043690469024e-06,2024-03-26 19:18:14.178168
0.8,10,100,100,1,0.9998,0.9996039999999999,0.9992236816000001,0.00019899747945611128,-4.00158446527945e-08,-4.001584625406238e-08,2024-03-26 19:18:14.435392
0.7,10,100,100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-03-26 19:18:14.697629
0.6,10,100,100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-03-26 19:18:14.960538
0.5,10,100,100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-03-26 19:18:15.216790
0.4,10,100,100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-03-26 19:18:15.473431
0.3,10,100,100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-03-26 19:18:15.728524
0.2,10,100,100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-03-26 19:18:16.007380
0.1,10,100,100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-03-26 19:18:16.259868
4.0,10,1500,1000,1,0.16737333333333376,0.04357573333333325,0.005200566293333322,0.003848893101019381,0.21395415296769457,0.17624566170365766,2024-03-26 19:26:11.989388
3.9,10,1500,1000,1,0.16885333333333358,0.04373920000000005,0.005365823359999979,0.003820551431637699,0.21891504794330757,0.1795982815313389,2024-03-26 19:26:12.996912
3.8,10,1500,1000,1,0.176386666666667,0.04969146666666663,0.007221344746666655,0.004424760492978237,0.29033923825489955,0.22501000484769,2024-03-26 19:26:14.050078
3.7,10,1500,1000,1,0.18674666666666678,0.05355679999999992,0.007648663679999998,0.0043151964740421565,0.2475286255718619,0.1984151870329996,2024-03-26 19:26:15.184730
3.6,10,1500,1000,1,0.18381333333333358,0.05166719999999999,0.006913041919999992,0.004245581006224442,0.256086440433035,0.2038764468667852,2024-03-26 19:26:16.329079
3.5,10,1500,1000,1,0.19364000000000015,0.05911813333333334,0.010291590933333346,0.004827360894145621,0.30833482337919665,0.2356696602959956,2024-03-26 19:26:17.521398
