T,L,M,M0,mc,rm,rm2,rm4,error,mc*tau,c,time_of_save
3.0,30,8000,6000,1,0.09008861111111022,0.012774057407407254,0.0004970125764151829,0.001041483432475875,0.4314422993351667,0.3014039053726092,2024-04-02 19:49:15.648442
2.9,30,8000,6000,1,0.09965638888888838,0.015714596913580008,0.000732523774031411,0.001179379124065094,0.462052055335081,0.3160298251003008,2024-04-02 19:50:12.214136
2.8,40,9000,7000,1,0.07933986111111155,0.00981405607638894,0.0002969356193844924,0.0008669062047961613,0.46096493519572024,0.31552087534117745,2024-04-02 19:50:35.584787
2.8,30,8000,6000,1,0.11306499999999954,0.01979421975308638,0.0010967081102393104,0.0012980149381961082,0.46132181419507495,0.3156880364844072,2024-04-02 19:51:04.991002
2.7,30,8000,6000,1,0.12893527777777664,0.02600538209876547,0.0019162912012284554,0.0015309653051746028,0.4993969582601219,0.33306520698802455,2024-04-02 19:51:58.357514
2.7,40,9000,7000,1,0.09183013888888943,0.01301021197916675,0.00047709909977457796,0.0009936117855145906,0.4705626002935636,0.3199881461691102,2024-04-02 19:52:24.798411
2.6,30,8000,6000,1,0.15289833333333183,0.035088928395061975,0.0032770661781556993,0.001675201322460274,0.4585151556793194,0.31437119723707013,2024-04-02 19:52:51.455186
2.5,30,8000,6000,1,0.20487499999999986,0.06286164197530862,0.010804210061076208,0.0022555890497105544,0.4742841973686763,0.32170472844732756,2024-04-02 19:53:45.075563
2.6,40,9000,7000,1,0.11461166666666714,0.01993525624999994,0.0010526470500520906,0.001212875405711855,0.47358279323345986,0.32138186969073146,2024-04-02 19:54:15.016462
2.48,30,11000,8000,1,0.25052202020201964,0.09106795780022592,0.018940744582301643,0.0021954515332554556,0.43652965987711023,0.3038779303132897,2024-04-02 19:55:00.372557
2.5,40,9000,7000,1,0.15695374999999986,0.03690062621527756,0.0035071344137193265,0.001630949089816748,0.47585473373471343,0.32242653891182277,2024-04-02 19:56:08.814468
2.46,30,11000,8000,1,0.22097717171717196,0.0741439295173968,0.013923757705128142,0.002144647639841873,0.4993799691660746,0.3330576501190821,2024-04-02 19:56:12.557329
2.44,30,11000,8000,1,0.3298771717171717,0.14264454590348066,0.03662363319510408,0.0022231407381674228,0.3036207222272946,0.2329057194707253,2024-04-02 19:57:27.217688
2.48,40,12000,9000,1,0.17597625000000006,0.04436678255208315,0.004564252584577244,0.0014304980363674614,0.41632343349178297,0.2939465828545852,2024-04-02 19:58:37.074823
2.42,30,11000,8000,1,0.28668202020202055,0.11567169562289636,0.028071038159797404,0.0023377828316452805,0.3976751968521794,0.2845261887367085,2024-04-02 19:58:41.068510
2.4,30,11000,8000,1,0.38044383838383883,0.18663188731762118,0.060162195883845034,0.0024443291700165727,0.2843797514847247,0.2214140725560223,2024-04-02 19:59:52.468729
2.46,40,12000,9000,1,0.19310874999999994,0.054990870052083266,0.00741497129090069,0.0016835924352261319,0.4608483351632045,0.3154662425047149,2024-04-02 20:00:58.959753
2.38,30,11000,8000,1,0.33488565656565655,0.1540316085297433,0.04662885414559998,0.002568598542141043,0.3663936082920864,0.26814645945984583,2024-04-02 20:01:03.372256
2.36,30,11000,8000,1,0.375128484848485,0.19210027205387326,0.0689778108718192,0.002834257561354903,0.35991709709615033,0.26466105754879193,2024-04-02 20:02:13.930935
2.44,40,12000,9000,1,0.18721229166666678,0.05397501614583337,0.00785993852775963,0.0017983723264697756,0.525270508706876,0.3443785910160947,2024-04-02 20:03:20.913685
2.34,30,11000,8000,1,0.47268888888888855,0.27119745993265904,0.10844759342283315,0.0024851566537935294,0.211183372732206,0.17436118880646068,2024-04-02 20:03:25.585011
2.32,30,11000,8000,1,0.5292838383838389,0.32005185050504803,0.13842016149909808,0.0021559740210238937,0.14056455790319108,0.12324121149407302,2024-04-02 20:04:39.815615
2.42,40,12000,9000,1,0.2441994791666652,0.08266729231770822,0.014217628404153219,0.0018363210868000337,0.378376867333639,0.27450900860341565,2024-04-02 20:05:46.814354
2.3,30,11000,8000,1,0.5138850505050492,0.3169725993265974,0.14413862469439578,0.002591256864122621,0.19818580897043137,0.16540490421992818,2024-04-02 20:05:51.315788
2.28,30,11000,8000,1,0.6329959595959608,0.4356646886644159,0.2262742300555611,0.0019309099522277356,0.08621502688564261,0.07937197032970102,2024-04-02 20:07:01.249835
2.4,40,12000,9000,1,0.2967743750000004,0.11900483984375011,0.02753376310955428,0.002088633670326351,0.3462497343043622,0.2571957679778316,2024-04-02 20:08:06.388633
2.26,30,11000,8000,1,0.6702137373737392,0.4811384628507201,0.26935290715325344,0.001820074060605006,0.07022025357783199,0.06561289916078494,2024-04-02 20:08:10.112505
2.24,30,11000,8000,1,0.7397945454545424,0.5593575977553251,0.3338790563960018,0.0010693103233172703,0.021391886752508353,0.02094385811162389,2024-04-02 20:09:18.832259
2.38,40,12000,9000,1,0.3026651041666663,0.12977076054687534,0.03384611443779434,0.0024080086793378526,0.41160497197764845,0.2915865133295704,2024-04-02 20:10:24.717628
2.22,30,11000,8000,1,0.7747844444444443,0.6069428915824879,0.3825447015456575,0.0007858169845583292,0.010570983269587275,0.01046040648761363,2024-04-02 20:10:27.744897
2.2,30,11000,8000,1,0.7822937373737366,0.6242799039281688,0.4093799408138059,0.0010777613343739467,0.019552533827725406,0.019177563861588337,2024-04-02 20:11:36.153827
2.18,30,3100,3100,1,0.796033691756272,0.6418702078853058,0.4292420100844819,0.0016466148663413563,0.012473897845295115,0.012320216720491804,2024-04-02 20:11:58.769914
2.16,30,3100,3100,1,0.8208824372759833,0.6793828992433297,0.47442300889348427,0.0013465649405128633,0.007778943747442929,0.007718898867361522,2024-04-02 20:12:21.117146
2.36,40,12000,9000,1,0.3238950000000019,0.14500144661458397,0.04165032620694266,0.0024223311353668954,0.3781011937352376,0.2743638823143483,2024-04-02 20:12:42.831744
2.14,30,3100,3100,1,0.8457111111111086,0.7179547542811636,0.5226221957488488,0.0009412430503406678,0.003471799382485691,0.003459787693707147,2024-04-02 20:12:43.157558
2.12,30,3100,3100,1,0.8591347670250856,0.7404176965352438,0.5546317119822335,0.0008647180163078969,0.0027843853159500178,0.002776654041210199,2024-04-02 20:13:05.211963
2.0,30,3100,3100,1,0.9101498207885245,0.8291844444444416,0.6901480955042352,0.00051212548256704,0.0007986575600840766,0.0007980202152061023,2024-04-02 20:13:27.038496
1.9,30,3100,3100,1,0.9387247311828011,0.8815679729191602,0.7784280296614972,0.0003426985585730532,0.00030115461777838095,0.00030106395097929695,2024-04-02 20:13:49.253814
1.8,30,3100,3100,1,0.9561641577061006,0.914483894862622,0.8371243205626915,0.00027479165415649355,0.00017953990990179943,0.00017950768110890647,2024-04-02 20:14:11.938852
1.7,30,3100,3100,1,0.9701139784946358,0.9412463257666508,0.8864132008655373,0.0002009774826434776,8.205026021480671e-05,8.204352852194255e-05,2024-04-02 20:14:34.473982
1.6,30,3100,3100,1,0.979817921146966,0.9601158518518816,0.9221002021972677,0.00015313745189116755,3.503979166111349e-05,3.5038563917133725e-05,2024-04-02 20:14:56.912170
2.34,40,12000,9000,1,0.39351604166666715,0.19354143020833342,0.06153461844384566,0.002195413606004355,0.24752185325032544,0.1984108355340034,2024-04-02 20:15:01.219706
1.5,30,3100,3100,1,0.986633691756283,0.9734918295500118,0.9478637183796391,0.00012153635934511012,2.759699026473179e-05,2.7596228691877235e-05,2024-04-02 20:15:19.021546
1.4,30,3100,3100,1,0.9912637992831604,0.98263088331345,0.9656689709844198,9.326423948568483e-05,1.729692677781136e-05,1.729662759931027e-05,2024-04-02 20:15:41.036971
1.3,30,3100,3100,1,0.9945691756272439,0.9891840127439598,0.978548562696451,7.221814283316122e-05,8.980097356381146e-06,8.980016714956783e-06,2024-04-02 20:16:03.392199
1.2,30,3100,3100,1,0.9970659498207854,0.9941482676224929,0.9883615419807205,5.003026583052431e-05,3.5298992905292186e-06,3.5298868303842003e-06,2024-04-02 20:16:25.872370
1.1,30,3100,3100,1,0.9984372759856577,0.996880723217869,0.9937860065312683,3.468357214357836e-05,7.158419422547067e-07,7.158414298253873e-07,2024-04-02 20:16:48.046692
1.0,30,3100,3100,1,0.9992150537634363,0.9984327088809418,0.9968757798643598,2.5305977966732084e-05,8.411721094832622e-07,8.411714019133396e-07,2024-04-02 20:17:10.144072
2.32,40,12000,9000,1,0.5049086458333367,0.29911281497395886,0.12268247606938835,0.0022244966914132113,0.17202949805774967,0.14677915388890087,2024-04-02 20:17:19.461750
0.9,30,3100,3100,1,0.999716845878133,0.9994344293110403,0.998871800281491,1.4562200570010245e-05,2.3377521502132482e-07,2.3377516037048645e-07,2024-04-02 20:17:32.199476
0.8,30,3100,3100,1,0.9999204301075261,0.999841043409003,0.9996828178532131,7.553307402834875e-06,5.739739445957339e-08,5.7397391165112685e-08,2024-04-02 20:17:53.971051
0.7,30,3100,3100,1,0.999979928315412,0.9999599012345685,0.9999199804878529,3.776022537188491e-06,1.552765887133079e-08,1.5527658630222604e-08,2024-04-02 20:18:16.463196
0.6,30,3100,3100,1,0.9999978494623656,0.9999957037037036,0.9999914264808413,1.2410125417361213e-06,1.5883728209304292e-09,1.588372818407501e-09,2024-04-02 20:18:38.713494
0.5,30,3100,3100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-04-02 20:19:00.437119
0.4,30,3100,3100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-04-02 20:19:22.459501
2.3,40,12000,9000,1,0.48977385416666713,0.29460904934895615,0.1286000424899939,0.0025749626232984785,0.2268800216683334,0.18492437537601916,2024-04-02 20:19:35.939803
0.3,30,3100,3100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-04-02 20:19:44.194088
0.2,30,3100,3100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-04-02 20:20:06.340446
0.1,30,3100,3100,1,1.0,1.0,1.0,0.0,0.0,0.0,2024-04-02 20:20:28.251932
2.28,40,12000,9000,1,0.587480729166664,0.3820871084635378,0.18140050416904482,0.001932365228891249,0.10628117677249732,0.09607067263185809,2024-04-02 20:21:54.637589
2.26,40,12000,9000,1,0.5819109374999986,0.3958979048177062,0.20598651010705626,0.0025261415894864826,0.16847023884367543,0.14418017099895886,2024-04-02 20:24:12.524834
4.0,60,11000,9000,1,0.027147929292929016,0.0011521384118967403,3.915616832947075e-06,0.00023449844502755916,0.2285514616032684,0.18603328289155027,2024-04-02 20:25:28.477455
